image_path,annotation_path
facemask-dataset/images/maksssksksss348.png,facemask-dataset/annotations/maksssksksss348.xml
facemask-dataset/images/maksssksksss695.png,facemask-dataset/annotations/maksssksksss695.xml
facemask-dataset/images/maksssksksss730.png,facemask-dataset/annotations/maksssksksss730.xml
facemask-dataset/images/maksssksksss468.png,facemask-dataset/annotations/maksssksksss468.xml
facemask-dataset/images/maksssksksss259.png,facemask-dataset/annotations/maksssksksss259.xml
facemask-dataset/images/maksssksksss547.png,facemask-dataset/annotations/maksssksksss547.xml
facemask-dataset/images/maksssksksss535.png,facemask-dataset/annotations/maksssksksss535.xml
facemask-dataset/images/maksssksksss343.png,facemask-dataset/annotations/maksssksksss343.xml
facemask-dataset/images/maksssksksss702.png,facemask-dataset/annotations/maksssksksss702.xml
facemask-dataset/images/maksssksksss406.png,facemask-dataset/annotations/maksssksksss406.xml
facemask-dataset/images/maksssksksss644.png,facemask-dataset/annotations/maksssksksss644.xml
facemask-dataset/images/maksssksksss274.png,facemask-dataset/annotations/maksssksksss274.xml
facemask-dataset/images/maksssksksss30.png,facemask-dataset/annotations/maksssksksss30.xml
facemask-dataset/images/maksssksksss252.png,facemask-dataset/annotations/maksssksksss252.xml
facemask-dataset/images/maksssksksss42.png,facemask-dataset/annotations/maksssksksss42.xml
facemask-dataset/images/maksssksksss145.png,facemask-dataset/annotations/maksssksksss145.xml
facemask-dataset/images/maksssksksss508.png,facemask-dataset/annotations/maksssksksss508.xml
facemask-dataset/images/maksssksksss437.png,facemask-dataset/annotations/maksssksksss437.xml
facemask-dataset/images/maksssksksss599.png,facemask-dataset/annotations/maksssksksss599.xml
facemask-dataset/images/maksssksksss676.png,facemask-dataset/annotations/maksssksksss676.xml
facemask-dataset/images/maksssksksss225.png,facemask-dataset/annotations/maksssksksss225.xml
facemask-dataset/images/maksssksksss610.png,facemask-dataset/annotations/maksssksksss610.xml
facemask-dataset/images/maksssksksss77.png,facemask-dataset/annotations/maksssksksss77.xml
facemask-dataset/images/maksssksksss416.png,facemask-dataset/annotations/maksssksksss416.xml
facemask-dataset/images/maksssksksss113.png,facemask-dataset/annotations/maksssksksss113.xml
facemask-dataset/images/maksssksksss772.png,facemask-dataset/annotations/maksssksksss772.xml
facemask-dataset/images/maksssksksss344.png,facemask-dataset/annotations/maksssksksss344.xml
facemask-dataset/images/maksssksksss533.png,facemask-dataset/annotations/maksssksksss533.xml
facemask-dataset/images/maksssksksss45.png,facemask-dataset/annotations/maksssksksss45.xml
facemask-dataset/images/maksssksksss836.png,facemask-dataset/annotations/maksssksksss836.xml
facemask-dataset/images/maksssksksss401.png,facemask-dataset/annotations/maksssksksss401.xml
facemask-dataset/images/maksssksksss691.png,facemask-dataset/annotations/maksssksksss691.xml
facemask-dataset/images/maksssksksss138.png,facemask-dataset/annotations/maksssksksss138.xml
facemask-dataset/images/maksssksksss110.png,facemask-dataset/annotations/maksssksksss110.xml
facemask-dataset/images/maksssksksss837.png,facemask-dataset/annotations/maksssksksss837.xml
facemask-dataset/images/maksssksksss256.png,facemask-dataset/annotations/maksssksksss256.xml
facemask-dataset/images/maksssksksss47.png,facemask-dataset/annotations/maksssksksss47.xml
facemask-dataset/images/maksssksksss126.png,facemask-dataset/annotations/maksssksksss126.xml
facemask-dataset/images/maksssksksss505.png,facemask-dataset/annotations/maksssksksss505.xml
facemask-dataset/images/maksssksksss162.png,facemask-dataset/annotations/maksssksksss162.xml
facemask-dataset/images/maksssksksss748.png,facemask-dataset/annotations/maksssksksss748.xml
facemask-dataset/images/maksssksksss759.png,facemask-dataset/annotations/maksssksksss759.xml
facemask-dataset/images/maksssksksss818.png,facemask-dataset/annotations/maksssksksss818.xml
facemask-dataset/images/maksssksksss412.png,facemask-dataset/annotations/maksssksksss412.xml
facemask-dataset/images/maksssksksss512.png,facemask-dataset/annotations/maksssksksss512.xml
facemask-dataset/images/maksssksksss200.png,facemask-dataset/annotations/maksssksksss200.xml
facemask-dataset/images/maksssksksss633.png,facemask-dataset/annotations/maksssksksss633.xml
facemask-dataset/images/maksssksksss576.png,facemask-dataset/annotations/maksssksksss576.xml
facemask-dataset/images/maksssksksss427.png,facemask-dataset/annotations/maksssksksss427.xml
facemask-dataset/images/maksssksksss460.png,facemask-dataset/annotations/maksssksksss460.xml
facemask-dataset/images/maksssksksss803.png,facemask-dataset/annotations/maksssksksss803.xml
facemask-dataset/images/maksssksksss498.png,facemask-dataset/annotations/maksssksksss498.xml
facemask-dataset/images/maksssksksss692.png,facemask-dataset/annotations/maksssksksss692.xml
facemask-dataset/images/maksssksksss706.png,facemask-dataset/annotations/maksssksksss706.xml
facemask-dataset/images/maksssksksss197.png,facemask-dataset/annotations/maksssksksss197.xml
facemask-dataset/images/maksssksksss786.png,facemask-dataset/annotations/maksssksksss786.xml
facemask-dataset/images/maksssksksss845.png,facemask-dataset/annotations/maksssksksss845.xml
facemask-dataset/images/maksssksksss802.png,facemask-dataset/annotations/maksssksksss802.xml
facemask-dataset/images/maksssksksss630.png,facemask-dataset/annotations/maksssksksss630.xml
facemask-dataset/images/maksssksksss318.png,facemask-dataset/annotations/maksssksksss318.xml
facemask-dataset/images/maksssksksss337.png,facemask-dataset/annotations/maksssksksss337.xml
facemask-dataset/images/maksssksksss301.png,facemask-dataset/annotations/maksssksksss301.xml
facemask-dataset/images/maksssksksss722.png,facemask-dataset/annotations/maksssksksss722.xml
facemask-dataset/images/maksssksksss315.png,facemask-dataset/annotations/maksssksksss315.xml
facemask-dataset/images/maksssksksss378.png,facemask-dataset/annotations/maksssksksss378.xml
facemask-dataset/images/maksssksksss494.png,facemask-dataset/annotations/maksssksksss494.xml
facemask-dataset/images/maksssksksss842.png,facemask-dataset/annotations/maksssksksss842.xml
facemask-dataset/images/maksssksksss218.png,facemask-dataset/annotations/maksssksksss218.xml
facemask-dataset/images/maksssksksss273.png,facemask-dataset/annotations/maksssksksss273.xml
facemask-dataset/images/maksssksksss295.png,facemask-dataset/annotations/maksssksksss295.xml
facemask-dataset/images/maksssksksss850.png,facemask-dataset/annotations/maksssksksss850.xml
facemask-dataset/images/maksssksksss195.png,facemask-dataset/annotations/maksssksksss195.xml
facemask-dataset/images/maksssksksss686.png,facemask-dataset/annotations/maksssksksss686.xml
facemask-dataset/images/maksssksksss775.png,facemask-dataset/annotations/maksssksksss775.xml
facemask-dataset/images/maksssksksss574.png,facemask-dataset/annotations/maksssksksss574.xml
facemask-dataset/images/maksssksksss261.png,facemask-dataset/annotations/maksssksksss261.xml
facemask-dataset/images/maksssksksss215.png,facemask-dataset/annotations/maksssksksss215.xml
facemask-dataset/images/maksssksksss649.png,facemask-dataset/annotations/maksssksksss649.xml
facemask-dataset/images/maksssksksss446.png,facemask-dataset/annotations/maksssksksss446.xml
facemask-dataset/images/maksssksksss461.png,facemask-dataset/annotations/maksssksksss461.xml
facemask-dataset/images/maksssksksss82.png,facemask-dataset/annotations/maksssksksss82.xml
facemask-dataset/images/maksssksksss262.png,facemask-dataset/annotations/maksssksksss262.xml
facemask-dataset/images/maksssksksss177.png,facemask-dataset/annotations/maksssksksss177.xml
facemask-dataset/images/maksssksksss181.png,facemask-dataset/annotations/maksssksksss181.xml
facemask-dataset/images/maksssksksss422.png,facemask-dataset/annotations/maksssksksss422.xml
facemask-dataset/images/maksssksksss677.png,facemask-dataset/annotations/maksssksksss677.xml
facemask-dataset/images/maksssksksss499.png,facemask-dataset/annotations/maksssksksss499.xml
facemask-dataset/images/maksssksksss352.png,facemask-dataset/annotations/maksssksksss352.xml
facemask-dataset/images/maksssksksss607.png,facemask-dataset/annotations/maksssksksss607.xml
facemask-dataset/images/maksssksksss674.png,facemask-dataset/annotations/maksssksksss674.xml
facemask-dataset/images/maksssksksss606.png,facemask-dataset/annotations/maksssksksss606.xml
facemask-dataset/images/maksssksksss801.png,facemask-dataset/annotations/maksssksksss801.xml
facemask-dataset/images/maksssksksss236.png,facemask-dataset/annotations/maksssksksss236.xml
facemask-dataset/images/maksssksksss506.png,facemask-dataset/annotations/maksssksksss506.xml
facemask-dataset/images/maksssksksss712.png,facemask-dataset/annotations/maksssksksss712.xml
facemask-dataset/images/maksssksksss434.png,facemask-dataset/annotations/maksssksksss434.xml
facemask-dataset/images/maksssksksss66.png,facemask-dataset/annotations/maksssksksss66.xml
facemask-dataset/images/maksssksksss738.png,facemask-dataset/annotations/maksssksksss738.xml
facemask-dataset/images/maksssksksss465.png,facemask-dataset/annotations/maksssksksss465.xml
facemask-dataset/images/maksssksksss76.png,facemask-dataset/annotations/maksssksksss76.xml
facemask-dataset/images/maksssksksss393.png,facemask-dataset/annotations/maksssksksss393.xml
facemask-dataset/images/maksssksksss733.png,facemask-dataset/annotations/maksssksksss733.xml
facemask-dataset/images/maksssksksss805.png,facemask-dataset/annotations/maksssksksss805.xml
facemask-dataset/images/maksssksksss303.png,facemask-dataset/annotations/maksssksksss303.xml
facemask-dataset/images/maksssksksss362.png,facemask-dataset/annotations/maksssksksss362.xml
facemask-dataset/images/maksssksksss504.png,facemask-dataset/annotations/maksssksksss504.xml
facemask-dataset/images/maksssksksss249.png,facemask-dataset/annotations/maksssksksss249.xml
facemask-dataset/images/maksssksksss146.png,facemask-dataset/annotations/maksssksksss146.xml
facemask-dataset/images/maksssksksss776.png,facemask-dataset/annotations/maksssksksss776.xml
facemask-dataset/images/maksssksksss371.png,facemask-dataset/annotations/maksssksksss371.xml
facemask-dataset/images/maksssksksss263.png,facemask-dataset/annotations/maksssksksss263.xml
facemask-dataset/images/maksssksksss596.png,facemask-dataset/annotations/maksssksksss596.xml
facemask-dataset/images/maksssksksss221.png,facemask-dataset/annotations/maksssksksss221.xml
facemask-dataset/images/maksssksksss752.png,facemask-dataset/annotations/maksssksksss752.xml
facemask-dataset/images/maksssksksss669.png,facemask-dataset/annotations/maksssksksss669.xml
facemask-dataset/images/maksssksksss467.png,facemask-dataset/annotations/maksssksksss467.xml
facemask-dataset/images/maksssksksss34.png,facemask-dataset/annotations/maksssksksss34.xml
facemask-dataset/images/maksssksksss284.png,facemask-dataset/annotations/maksssksksss284.xml
facemask-dataset/images/maksssksksss648.png,facemask-dataset/annotations/maksssksksss648.xml
facemask-dataset/images/maksssksksss763.png,facemask-dataset/annotations/maksssksksss763.xml
facemask-dataset/images/maksssksksss150.png,facemask-dataset/annotations/maksssksksss150.xml
facemask-dataset/images/maksssksksss843.png,facemask-dataset/annotations/maksssksksss843.xml
facemask-dataset/images/maksssksksss813.png,facemask-dataset/annotations/maksssksksss813.xml
facemask-dataset/images/maksssksksss191.png,facemask-dataset/annotations/maksssksksss191.xml
facemask-dataset/images/maksssksksss240.png,facemask-dataset/annotations/maksssksksss240.xml
facemask-dataset/images/maksssksksss550.png,facemask-dataset/annotations/maksssksksss550.xml
facemask-dataset/images/maksssksksss233.png,facemask-dataset/annotations/maksssksksss233.xml
facemask-dataset/images/maksssksksss71.png,facemask-dataset/annotations/maksssksksss71.xml
facemask-dataset/images/maksssksksss579.png,facemask-dataset/annotations/maksssksksss579.xml
facemask-dataset/images/maksssksksss211.png,facemask-dataset/annotations/maksssksksss211.xml
facemask-dataset/images/maksssksksss616.png,facemask-dataset/annotations/maksssksksss616.xml
facemask-dataset/images/maksssksksss114.png,facemask-dataset/annotations/maksssksksss114.xml
facemask-dataset/images/maksssksksss831.png,facemask-dataset/annotations/maksssksksss831.xml
facemask-dataset/images/maksssksksss462.png,facemask-dataset/annotations/maksssksksss462.xml
facemask-dataset/images/maksssksksss423.png,facemask-dataset/annotations/maksssksksss423.xml
facemask-dataset/images/maksssksksss278.png,facemask-dataset/annotations/maksssksksss278.xml
facemask-dataset/images/maksssksksss714.png,facemask-dataset/annotations/maksssksksss714.xml
facemask-dataset/images/maksssksksss242.png,facemask-dataset/annotations/maksssksksss242.xml
facemask-dataset/images/maksssksksss436.png,facemask-dataset/annotations/maksssksksss436.xml
facemask-dataset/images/maksssksksss675.png,facemask-dataset/annotations/maksssksksss675.xml
facemask-dataset/images/maksssksksss700.png,facemask-dataset/annotations/maksssksksss700.xml
facemask-dataset/images/maksssksksss612.png,facemask-dataset/annotations/maksssksksss612.xml
facemask-dataset/images/maksssksksss62.png,facemask-dataset/annotations/maksssksksss62.xml
facemask-dataset/images/maksssksksss615.png,facemask-dataset/annotations/maksssksksss615.xml
facemask-dataset/images/maksssksksss687.png,facemask-dataset/annotations/maksssksksss687.xml
facemask-dataset/images/maksssksksss209.png,facemask-dataset/annotations/maksssksksss209.xml
facemask-dataset/images/maksssksksss308.png,facemask-dataset/annotations/maksssksksss308.xml
facemask-dataset/images/maksssksksss827.png,facemask-dataset/annotations/maksssksksss827.xml
facemask-dataset/images/maksssksksss740.png,facemask-dataset/annotations/maksssksksss740.xml
facemask-dataset/images/maksssksksss361.png,facemask-dataset/annotations/maksssksksss361.xml
facemask-dataset/images/maksssksksss360.png,facemask-dataset/annotations/maksssksksss360.xml
facemask-dataset/images/maksssksksss429.png,facemask-dataset/annotations/maksssksksss429.xml
facemask-dataset/images/maksssksksss51.png,facemask-dataset/annotations/maksssksksss51.xml
facemask-dataset/images/maksssksksss164.png,facemask-dataset/annotations/maksssksksss164.xml
facemask-dataset/images/maksssksksss503.png,facemask-dataset/annotations/maksssksksss503.xml
facemask-dataset/images/maksssksksss331.png,facemask-dataset/annotations/maksssksksss331.xml
facemask-dataset/images/maksssksksss754.png,facemask-dataset/annotations/maksssksksss754.xml
facemask-dataset/images/maksssksksss16.png,facemask-dataset/annotations/maksssksksss16.xml
facemask-dataset/images/maksssksksss483.png,facemask-dataset/annotations/maksssksksss483.xml
facemask-dataset/images/maksssksksss241.png,facemask-dataset/annotations/maksssksksss241.xml
facemask-dataset/images/maksssksksss793.png,facemask-dataset/annotations/maksssksksss793.xml
facemask-dataset/images/maksssksksss94.png,facemask-dataset/annotations/maksssksksss94.xml
facemask-dataset/images/maksssksksss264.png,facemask-dataset/annotations/maksssksksss264.xml
facemask-dataset/images/maksssksksss194.png,facemask-dataset/annotations/maksssksksss194.xml
facemask-dataset/images/maksssksksss325.png,facemask-dataset/annotations/maksssksksss325.xml
facemask-dataset/images/maksssksksss839.png,facemask-dataset/annotations/maksssksksss839.xml
facemask-dataset/images/maksssksksss61.png,facemask-dataset/annotations/maksssksksss61.xml
facemask-dataset/images/maksssksksss668.png,facemask-dataset/annotations/maksssksksss668.xml
facemask-dataset/images/maksssksksss681.png,facemask-dataset/annotations/maksssksksss681.xml
facemask-dataset/images/maksssksksss75.png,facemask-dataset/annotations/maksssksksss75.xml
facemask-dataset/images/maksssksksss511.png,facemask-dataset/annotations/maksssksksss511.xml
facemask-dataset/images/maksssksksss578.png,facemask-dataset/annotations/maksssksksss578.xml
facemask-dataset/images/maksssksksss70.png,facemask-dataset/annotations/maksssksksss70.xml
facemask-dataset/images/maksssksksss272.png,facemask-dataset/annotations/maksssksksss272.xml
facemask-dataset/images/maksssksksss202.png,facemask-dataset/annotations/maksssksksss202.xml
facemask-dataset/images/maksssksksss257.png,facemask-dataset/annotations/maksssksksss257.xml
facemask-dataset/images/maksssksksss478.png,facemask-dataset/annotations/maksssksksss478.xml
facemask-dataset/images/maksssksksss52.png,facemask-dataset/annotations/maksssksksss52.xml
facemask-dataset/images/maksssksksss500.png,facemask-dataset/annotations/maksssksksss500.xml
facemask-dataset/images/maksssksksss404.png,facemask-dataset/annotations/maksssksksss404.xml
facemask-dataset/images/maksssksksss22.png,facemask-dataset/annotations/maksssksksss22.xml
facemask-dataset/images/maksssksksss517.png,facemask-dataset/annotations/maksssksksss517.xml
facemask-dataset/images/maksssksksss336.png,facemask-dataset/annotations/maksssksksss336.xml
facemask-dataset/images/maksssksksss118.png,facemask-dataset/annotations/maksssksksss118.xml
facemask-dataset/images/maksssksksss525.png,facemask-dataset/annotations/maksssksksss525.xml
facemask-dataset/images/maksssksksss19.png,facemask-dataset/annotations/maksssksksss19.xml
facemask-dataset/images/maksssksksss553.png,facemask-dataset/annotations/maksssksksss553.xml
facemask-dataset/images/maksssksksss345.png,facemask-dataset/annotations/maksssksksss345.xml
facemask-dataset/images/maksssksksss383.png,facemask-dataset/annotations/maksssksksss383.xml
facemask-dataset/images/maksssksksss760.png,facemask-dataset/annotations/maksssksksss760.xml
facemask-dataset/images/maksssksksss147.png,facemask-dataset/annotations/maksssksksss147.xml
facemask-dataset/images/maksssksksss443.png,facemask-dataset/annotations/maksssksksss443.xml
facemask-dataset/images/maksssksksss35.png,facemask-dataset/annotations/maksssksksss35.xml
facemask-dataset/images/maksssksksss300.png,facemask-dataset/annotations/maksssksksss300.xml
facemask-dataset/images/maksssksksss567.png,facemask-dataset/annotations/maksssksksss567.xml
facemask-dataset/images/maksssksksss575.png,facemask-dataset/annotations/maksssksksss575.xml
facemask-dataset/images/maksssksksss365.png,facemask-dataset/annotations/maksssksksss365.xml
facemask-dataset/images/maksssksksss773.png,facemask-dataset/annotations/maksssksksss773.xml
